source	name	smiles	can_smi	can_taut	can_taut_strip_stereo	InChI	InChIKey	Molecular_Weight	Molecular_Formula	CanonicalTautomer	NumberOfTautomers
from NCGCCanonicalForm.java	2-Oxoglutarate	[O-]C(CCC(C(=O)[O-])=O)=O	OC(=O)CCC(=O)C(=O)O	OC(=O)CCC(=O)C(=O)O	OC(=O)CCC(=O)C(=O)O	InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)	KPGXRSRHYNQIFN-UHFFFAOYSA-N	146.09814	C5H6O5	Yes	2
from NCGCCanonicalForm.java	Trimethylacetate	CC(C(=O)[O-])(C)C	CC(C)(C)C(=O)O	CC(C)(C)C(=O)O	CC(C)(C)C(=O)O	InChI=1S/C5H10O2/c1-5(2,3)4(6)7/h1-3H3,(H,6,7)	IUGYQRQAERSCNH-UHFFFAOYSA-N	102.1317	C5H10O2		
from NCGCCanonicalForm.java	(Pivaloyloxy)methyl	[CH2]OC(C(C)(C)C)=O	CC(C)(C)C(=O)O[CH2]	CC(C)(C)C(=O)O[CH2]	CC(C)(C)C(=O)O[CH2]	InChI=1S/C6H11O2/c1-6(2,3)5(7)8-4/h4H2,1-3H3	TXAHRLIJKJVAAF-UHFFFAOYSA-N	115.15033	C6H11O2		
from NCGCCanonicalForm.java	Stearoyl-glycolate	CCCCCCCCCCCCCCCCCC(C(C(=O)[O-])O)=O	CCCCCCCCCCCCCCCCCC(=O)C(O)C(=O)O	CCCCCCCCCCCCCCCCCC(=O)C(O)C(=O)O	CCCCCCCCCCCCCCCCCC(=O)C(O)C(=O)O	InChI=1S/C20H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(21)19(22)20(23)24/h19,22H,2-17H2,1H3,(H,23,24)	ZGNLBOZMWFZPJW-UHFFFAOYSA-N	342.51332	C20H38O4	Yes	3
from NCGCCanonicalForm.java	t-butyl acetate	CC(OC(C)(C)C)=O	CC(=O)OC(C)(C)C	CC(=O)OC(C)(C)C	CC(=O)OC(C)(C)C	InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3	WMOVHXAZOJBABW-UHFFFAOYSA-N	116.15828	C6H12O2	Yes	2
from NCGCCanonicalForm.java	8-Chlorotheophyllinate	CN1C(=O)c(c2N(C(=O)[O-])C1=O)[nH]c(Cl)n2	CN1C(=O)N(C(=O)O)c2nc(Cl)[nH]c2C1=O	CN1C(=O)N(C(=O)O)c2[nH]c(Cl)nc2C1=O	CN1C(=O)N(C(=O)O)c2[nH]c(Cl)nc2C1=O	InChI=1S/C7H5ClN4O4/c1-11-4(13)2-3(10-5(8)9-2)12(6(11)14)7(15)16/h1H3,(H,9,10)(H,15,16)	IJPKHWLNKMNUQM-UHFFFAOYSA-N	244.59199	C7H5ClN4O4	Yes	3
from NCGCCanonicalForm.java	1,2,3,6-Tetrahydro-1,3-dimethyl-2,6-dioxopurine-7-propanesulfonate	CN1C(=O)N(C)C(=O)c(c12)n(CCCS(=O)(=O)[O-])cn2	CN1C(=O)N(C)c2ncn(CCCS(=O)(=O)O)c2C1=O	CN1C(=O)N(C)c2ncn(CCCS(=O)(=O)O)c2C1=O	CN1C(=O)N(C)c2ncn(CCCS(=O)(=O)O)c2C1=O	InChI=1S/C10H14N4O5S/c1-12-8-7(9(15)13(2)10(12)16)14(6-11-8)4-3-5-20(17,18)19/h6H,3-5H2,1-2H3,(H,17,18,19)	RSTSVFVCHWLPHQ-UHFFFAOYSA-N	302.30696	C10H14N4O5S		
from NCGCCanonicalForm.java	1,2,3,6-Tetrahydro-1,3-dimethyl-2,6-dioxopurine-7-ethanesulfonate	CN1C(=O)N(C)C(=O)c(c12)n(CCS(=O)(=O)[O-])cn2	CN1C(=O)N(C)c2ncn(CCS(=O)(=O)O)c2C1=O	CN1C(=O)N(C)c2ncn(CCS(=O)(=O)O)c2C1=O	CN1C(=O)N(C)c2ncn(CCS(=O)(=O)O)c2C1=O	InChI=1S/C9H12N4O5S/c1-11-7-6(8(14)12(2)9(11)15)13(5-10-7)3-4-19(16,17)18/h5H,3-4H2,1-2H3,(H,16,17,18)	LAPUTBSIKGDQPU-UHFFFAOYSA-N	288.28038	C9H12N4O5S		
from NCGCCanonicalForm.java	p-Toluenesulfonate	Cc1ccc(S(=O)(=O)[O-])cc1	Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	InChI=1S/C7H8O3S/c1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,1H3,(H,8,9,10)	JOXIMZWYDAKGHI-UHFFFAOYSA-N	172.20162	C7H8O3S		
from NCGCCanonicalForm.java	2,4,5-Trichlorophenolate	[O-]c1c(Cl)cc(Cl)c(Cl)c1	Oc1cc(Cl)c(Cl)cc1Cl	Oc1cc(Cl)c(Cl)cc1Cl	Oc1cc(Cl)c(Cl)cc1Cl	InChI=1S/C6H3Cl3O/c7-3-1-5(9)6(10)2-4(3)8/h1-2,10H	LHJGJYXLEPZJPM-UHFFFAOYSA-N	197.44642	C6H3Cl3O		
from NCGCCanonicalForm.java	Triethanolamine	OCCN(CCO)CCO	OCCN(CCO)CCO	OCCN(CCO)CCO	OCCN(CCO)CCO	InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2	GSEJCLTVZPLZKY-UHFFFAOYSA-N	149.1882	C6H15NO3		
from NCGCCanonicalForm.java	N-acetylglycinate	CC(NCC(=O)[O-])=O	CC(=O)NCC(=O)O	CC(=O)NCC(=O)O	CC(=O)NCC(=O)O	InChI=1S/C4H7NO3/c1-3(6)5-2-4(7)8/h2H2,1H3,(H,5,6)(H,7,8)	OKJIRPAQVSHGFK-UHFFFAOYSA-N	117.10328	C4H7NO3	Yes	3
from NCGCCanonicalForm.java	benzenesulfonate	[O-]S(c1ccccc1)(=O)=O	OS(=O)(=O)c1ccccc1	OS(=O)(=O)c1ccccc1	OS(=O)(=O)c1ccccc1	InChI=1S/C6H6O3S/c7-10(8,9)6-4-2-1-3-5-6/h1-5H,(H,7,8,9)	SRSXLGNVWSONIS-UHFFFAOYSA-N	158.17504	C6H6O3S		
from NCGCCanonicalForm.java	trans-4-butylcyclohexanecarboxylate	CCCC[C@@H]1CC[C@@H](C(=O)[O-])CC1	CCCC[C@@H]1CC[C@H](CC1)C(=O)O	CCCC[C@@H]1CC[C@H](CC1)C(=O)O	CCCCC1CCC(CC1)C(=O)O	InChI=1S/C11H20O2/c1-2-3-4-9-5-7-10(8-6-9)11(12)13/h9-10H,2-8H2,1H3,(H,12,13)	BALGERHMIXFENA-UHFFFAOYSA-N	184.2753	C11H20O2		
from NCGCCanonicalForm.java	camphorsulfonate	CC(C1(CS(=O)(=O)[O-])CC2)(C2CC1=O)C	CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2	CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2	CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2	InChI=1S/C10H16O4S/c1-9(2)7-3-4-10(9,8(11)5-7)6-15(12,13)14/h7H,3-6H2,1-2H3,(H,12,13,14)	MIOPJNTWMNEORI-UHFFFAOYSA-N	232.29664	C10H16O4S	Yes	2
from NCGCCanonicalForm.java	hexanoate	CCCCCC(=O)[O-]	CCCCCC(=O)O	CCCCCC(=O)O	CCCCCC(=O)O	InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)	FUZZWVXGSFPDMH-UHFFFAOYSA-N	116.15827	C6H12O2		
from NCGCCanonicalForm.java	p-chlorobenzenesulfonate	[O-]S(c1ccc(Cl)cc1)(=O)=O	OS(=O)(=O)c1ccc(Cl)cc1	OS(=O)(=O)c1ccc(Cl)cc1	OS(=O)(=O)c1ccc(Cl)cc1	InChI=1S/C6H5ClO3S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,(H,8,9,10)	RJWBTWIBUIGANW-UHFFFAOYSA-N	192.6201	C6H5ClO3S		
from NCGCCanonicalForm.java	4-methylbicyclo[2,2,2]oct-2-ene-1-carboxylate	CC(C=C1)(CC2)CCC12C(=O)[O-]	CC12CCC(CC1)(C=C2)C(=O)O	CC12CCC(CC1)(C=C2)C(=O)O	CC12CCC(CC1)(C=C2)C(=O)O	InChI=1S/C10H14O2/c1-9-2-5-10(6-3-9,7-4-9)8(11)12/h2,5H,3-4,6-7H2,1H3,(H,11,12)	AMMPLVWPWSYRDR-UHFFFAOYSA-N	166.21696	C10H14O2		
from NCGCCanonicalForm.java	cyclopentanepropionate	[O-]C(CCC1CCCC1)=O	OC(=O)CCC1CCCC1	OC(=O)CCC1CCCC1	OC(=O)CCC1CCCC1	InChI=1S/C8H14O2/c9-8(10)6-5-7-3-1-2-4-7/h7H,1-6H2,(H,9,10)	ZRPLANDPDWYOMZ-UHFFFAOYSA-N	142.19556	C8H14O2		
from NCGCCanonicalForm.java	N,N-dimethyl-beta-alaninate	CN(CCC(=O)[O-])C	CN(C)CCC(=O)O	CN(C)CCC(=O)O	CN(C)CCC(=O)O	InChI=1S/C5H11NO2/c1-6(2)4-3-5(7)8/h3-4H2,1-2H3,(H,7,8)	JMOXSQYGVIXBBZ-UHFFFAOYSA-N	117.14634	C5H11NO2		
from NCGCCanonicalForm.java	diethanolamine	OCCNCCO	OCCNCCO	OCCNCCO	OCCNCCO	InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2	ZBCBWPMODOFKDW-UHFFFAOYSA-N	105.13563	C4H11NO2		
from NCGCCanonicalForm.java	octadecyl hydrogen phosphate	CCCCCCCCCCCCCCCCCCOP(=O)(O)O	CCCCCCCCCCCCCCCCCCOP(=O)(O)O	CCCCCCCCCCCCCCCCCCOP(=O)(O)O	CCCCCCCCCCCCCCCCCCOP(=O)(O)O	InChI=1S/C18H39O4P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-22-23(19,20)21/h2-18H2,1H3,(H2,19,20,21)	UHGIMQLJWRAPLT-UHFFFAOYSA-N	350.47362	C18H39O4P		
from NCGCCanonicalForm.java	ethylenediamine	NCCN	NCCN	NCCN	NCCN	InChI=1S/C2H8N2/c3-1-2-4/h1-4H2	PIICEJLVQHRZGT-UHFFFAOYSA-N	60.09832	C2H8N2		
from NCGCCanonicalForm.java	ethylenediaminetetraacetate	[O-]C(CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-])=O	OC(=O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O	OC(=O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O	OC(=O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O	InChI=1S/C10H16N2O8/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20)	KCXVZYZYPLLWCC-UHFFFAOYSA-N	292.24264	C10H16N2O8		
from NCGCCanonicalForm.java	1,2-ethanedisulfonate	[O-]S(CCS(=O)(=O)[O-])(=O)=O	OS(=O)(=O)CCS(=O)(=O)O	OS(=O)(=O)CCS(=O)(=O)O	OS(=O)(=O)CCS(=O)(=O)O	InChI=1S/C2H6O6S2/c3-9(4,5)1-2-10(6,7)8/h1-2H2,(H,3,4,5)(H,6,7,8)	AFAXGSQYZLGZPG-UHFFFAOYSA-N	190.19544	C2H6O6S2		
from NCGCCanonicalForm.java	heptanoate	CCCCCCC(=O)[O-]	CCCCCCC(=O)O	CCCCCCC(=O)O	CCCCCCC(=O)O	InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)	MNWFXJYAOYHMED-UHFFFAOYSA-N	130.18485	C7H14O2		
from NCGCCanonicalForm.java	1-pyrrolidineethanol	OCCN1CCCC1	OCCN1CCCC1	OCCN1CCCC1	OCCN1CCCC1	InChI=1S/C6H13NO/c8-6-5-7-3-1-2-4-7/h8H,1-6H2	XBRDBODLCHKXHI-UHFFFAOYSA-N	115.17351	C6H13NO		
from NCGCCanonicalForm.java	tert-butylamine	CC(N)(C)C	CC(C)(C)N	CC(C)(C)N	CC(C)(C)N	InChI=1S/C4H11N/c1-4(2,3)5/h5H2,1-3H3	YBRBMKDOPFTVDT-UHFFFAOYSA-N	73.13683	C4H11N		
from NCGCCanonicalForm.java	ethanesulfonate	CCS(=O)(=O)[O-]	CCS(=O)(=O)O	CCS(=O)(=O)O	CCS(=O)(=O)O	InChI=1S/C2H6O3S/c1-2-6(3,4)5/h2H2,1H3,(H,3,4,5)	CCIVGXIOQKPBKL-UHFFFAOYSA-N	110.13223	C2H6O3S		
from NCGCCanonicalForm.java	ethyl carbonate	CCOC(=O)O	CCOC(=O)O	CCOC(=O)O	CCOC(=O)O	InChI=1S/C3H6O3/c1-2-6-3(4)5/h2H2,1H3,(H,4,5)	CQDGTJPVBWZJAZ-UHFFFAOYSA-N	90.07794	C3H6O3		
from NCGCCanonicalForm.java	TETRADECYL HYDROGEN PHOSPHATE	CCCCCCCCCCCCCCOP(=O)(O)O	CCCCCCCCCCCCCCOP(=O)(O)O	CCCCCCCCCCCCCCOP(=O)(O)O	CCCCCCCCCCCCCCOP(=O)(O)O	InChI=1S/C14H31O4P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18-19(15,16)17/h2-14H2,1H3,(H2,15,16,17)	KRIXEEBVZRZHOS-UHFFFAOYSA-N	294.3673	C14H31O4P		
from NCGCCanonicalForm.java	o-(p-hydroxybenzoyl)benzoate	Oc1ccc(C(c2c(C(=O)[O-])cccc2)=O)cc1	OC(=O)c1ccccc1C(=O)c2ccc(O)cc2	OC(=O)c1ccccc1C(=O)c2ccc(O)cc2	OC(=O)c1ccccc1C(=O)c2ccc(O)cc2	InChI=1S/C14H10O4/c15-10-7-5-9(6-8-10)13(16)11-3-1-2-4-12(11)14(17)18/h1-8,15H,(H,17,18)	YGTUPRIZNBMOFV-UHFFFAOYSA-N	242.2268	C14H10O4	Yes	2
from NCGCCanonicalForm.java	2-hydroxyethanesulfonate	OCCS(=O)(=O)[O-]	OCCS(=O)(=O)O	OCCS(=O)(=O)O	OCCS(=O)(=O)O	InChI=1S/C2H6O4S/c3-1-2-7(4,5)6/h3H,1-2H2,(H,4,5,6)	SUMDYPCJJOFFON-UHFFFAOYSA-N	126.13163	C2H6O4S		
from NCGCCanonicalForm.java	N-methylglucamine	CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O	CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	CNCC(O)C(O)C(O)C(O)CO	InChI=1S/C7H17NO5/c1-8-2-4(10)6(12)7(13)5(11)3-9/h4-13H,2-3H2,1H3	MBBZMMPHUWSWHV-UHFFFAOYSA-N	195.21358	C7H17NO5		
from NCGCCanonicalForm.java	methanesulfonate	CS(=O)(=O)[O-]	CS(=O)(=O)O	CS(=O)(=O)O	CS(=O)(=O)O	InChI=1S/CH4O3S/c1-5(2,3)4/h1H3,(H,2,3,4)	AFVFQIVMOAPDHO-UHFFFAOYSA-N	96.10566	CH4O3S		
from NCGCCanonicalForm.java	2-naphthalenesulfonate	[O-]S(c1cc(c2cc1)cccc2)(=O)=O	OS(=O)(=O)c1ccc2ccccc2c1	OS(=O)(=O)c1ccc2ccccc2c1	OS(=O)(=O)c1ccc2ccccc2c1	InChI=1S/C10H8O3S/c11-14(12,13)10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,(H,11,12,13)	KVBGVZZKJNLNJU-UHFFFAOYSA-N	208.23371	C10H8O3S		
from NCGCCanonicalForm.java	4,4-methylenebis[3-hydroxy-2-naphthoate]	OC(c1c(O)c(Cc2c(c3cc(C(=O)O)c2O)cccc3)c(c4c1)cccc4)=O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	OC(=O)c1cc2ccccc2c(Cc3c(O)c(cc4ccccc34)C(=O)O)c1O	InChI=1S/C23H16O6/c24-20-16(14-7-3-1-5-12(14)9-18(20)22(26)27)11-17-15-8-4-2-6-13(15)10-19(21(17)25)23(28)29/h1-10,24-25H,11H2,(H,26,27)(H,28,29)	WLJNZVDCPSBLRP-UHFFFAOYSA-N	388.36953	C23H16O6		
from NCGCCanonicalForm.java	3-phenylpropionate	[O-]C(CCc1ccccc1)=O	OC(=O)CCc1ccccc1	OC(=O)CCc1ccccc1	OC(=O)CCc1ccccc1	InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)	XMIIGOLPHOKFCH-UHFFFAOYSA-N	150.1745	C9H10O2		
from NCGCCanonicalForm.java	tert-butyl acetate	CC(OC(C)(C)C)=O	CC(=O)OC(C)(C)C	CC(=O)OC(C)(C)C	CC(=O)OC(C)(C)C	InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3	WMOVHXAZOJBABW-UHFFFAOYSA-N	116.15828	C6H12O2	Yes	2
from NCGCCanonicalForm.java	3,3-dimethylbutyrate	CC(CC(=O)[O-])(C)C	CC(C)(C)CC(=O)O	CC(C)(C)CC(=O)O	CC(C)(C)CC(=O)O	InChI=1S/C6H12O2/c1-6(2,3)4-5(7)8/h4H2,1-3H3,(H,7,8)	MLMQPDHYNJCQAO-UHFFFAOYSA-N	116.15827	C6H12O2		
from NCGCCanonicalForm.java	p-toluenesulfonate	Cc1ccc(S(=O)(=O)[O-])cc1	Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	InChI=1S/C7H8O3S/c1-6-2-4-7(5-3-6)11(8,9)10/h2-5H,1H3,(H,8,9,10)	JOXIMZWYDAKGHI-UHFFFAOYSA-N	172.20162	C7H8O3S		
from NCGCCanonicalForm.java	trifluoroacetate	[O-]C(C(F)(F)F)=O	OC(=O)C(F)(F)F	OC(=O)C(F)(F)F	OC(=O)C(F)(F)F	InChI=1S/C2HF3O2/c3-2(4,5)1(6)7/h(H,6,7)	DTQVDTLACAAQTR-UHFFFAOYSA-N	114.02334	C2HF3O2		
from NCGCCanonicalForm.java	triethanolamine	OCCN(CCO)CCO	OCCN(CCO)CCO	OCCN(CCO)CCO	OCCN(CCO)CCO	InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2	GSEJCLTVZPLZKY-UHFFFAOYSA-N	149.1882	C6H15NO3		
from NCGCCanonicalForm.java	2,2,2-nitrilotriethanol	OCCN(CCO)CCO	OCCN(CCO)CCO	OCCN(CCO)CCO	OCCN(CCO)CCO	InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2	GSEJCLTVZPLZKY-UHFFFAOYSA-N	149.1882	C6H15NO3		
from NCGCCanonicalForm.java	1-hydroxy-2-naphthoate	Oc1c(c2ccc1C(=O)[O-])cccc2	OC(=O)c1ccc2ccccc2c1O	OC(=O)c1ccc2ccccc2c1O	OC(=O)c1ccc2ccccc2c1O	InChI=1S/C11H8O3/c12-10-8-4-2-1-3-7(8)5-6-9(10)11(13)14/h1-6,12H,(H,13,14)	SJJCQDRGABAVBB-UHFFFAOYSA-N	188.17942	C11H8O3		
Schrodinger anionic salt	# Acetic acid	O=C(O)C	CC(=O)O	CC(=O)O	CC(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)	QTBSBXVTEAMEQO-UHFFFAOYSA-N	60.05196	C2H4O2		
Schrodinger anionic salt	# Acetic acid	[O-]C(C)=O	CC(=O)O	CC(=O)O	CC(=O)O	InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)	QTBSBXVTEAMEQO-UHFFFAOYSA-N	60.05196	C2H4O2		
Schrodinger anionic salt	# 2-Acetoxybenzoic acid*	O=C(C)Oc1c(C(O)=O)cccc1	CC(=O)Oc1ccccc1C(=O)O	CC(=O)Oc1ccccc1C(=O)O	CC(=O)Oc1ccccc1C(=O)O	InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)	BSYNRYMUTXBXSQ-UHFFFAOYSA-N	180.15742	C9H8O4	Yes	2
Schrodinger anionic salt	# Adamantanecarboxylic acid	O=C(C1(C2)CC(CC23)CC(C3)C1)O	OC(=O)C12CC3CC(CC(C3)C1)C2	OC(=O)C12CC3CC(CC(C3)C1)C2	OC(=O)C12CC3CC(CC(C3)C1)C2	InChI=1S/C11H16O2/c12-10(13)11-4-7-1-8(5-11)3-9(2-7)6-11/h7-9H,1-6H2,(H,12,13)	JIMXXGFJRDUSRO-UHFFFAOYSA-N	180.24354	C11H16O2		
Schrodinger anionic salt	# Adipic acid	O=C(CCCCC(O)=O)O	OC(=O)CCCCC(=O)O	OC(=O)CCCCC(=O)O	OC(=O)CCCCC(=O)O	InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)	WNLRTRBMVRJNCN-UHFFFAOYSA-N	146.1412	C6H10O4		
Schrodinger anionic salt	# 4-Aminosalicylic acid*	O=C(c1c(O)cc(N)cc1)O	Nc1ccc(C(=O)O)c(O)c1	Nc1ccc(C(=O)O)c(O)c1	Nc1ccc(C(=O)O)c(O)c1	InChI=1S/C7H7NO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,8H2,(H,10,11)	WUBBRNOQWQTFEX-UHFFFAOYSA-N	153.13537	C7H7NO3		
Schrodinger anionic salt	# Ascorbic acid	OCC(C1C(=C(O)C(=O)O1)O)O	OCC(O)C1OC(=O)C(=C1O)O	OCC(O)c1oc(O)c(O)c1O	OCC(O)c1oc(O)c(O)c1O	InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,7-11H,1H2	LPYXWGMUVRGUOY-UHFFFAOYSA-N	176.12411	C6H8O6	Yes	3
Schrodinger anionic salt	# Aspartic acid*	O=C(CC(C(O)=O)N)O	NC(CC(=O)O)C(=O)O	NC(CC(=O)O)C(=O)O	NC(CC(=O)O)C(=O)O	InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)	CKLJMWTZIZZHCS-UHFFFAOYSA-N	133.10268	C4H7NO4		
Schrodinger anionic salt	# Azelaic acid*	O=C(CCCCCCCC(O)=O)O	OC(=O)CCCCCCCC(=O)O	OC(=O)CCCCCCCC(=O)O	OC(=O)CCCCCCCC(=O)O	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	BDJRBEYXGGNYIS-UHFFFAOYSA-N	188.22094	C9H16O4		
Schrodinger anionic salt	# Benzenesulfonic acid	O=S(c1ccccc1)(O)=O	OS(=O)(=O)c1ccccc1	OS(=O)(=O)c1ccccc1	OS(=O)(=O)c1ccccc1	InChI=1S/C6H6O3S/c7-10(8,9)6-4-2-1-3-5-6/h1-5H,(H,7,8,9)	SRSXLGNVWSONIS-UHFFFAOYSA-N	158.17504	C6H6O3S		
Schrodinger anionic salt	# Benzenesulfonic acid	[O-]S(c1ccccc1)(=O)=O	OS(=O)(=O)c1ccccc1	OS(=O)(=O)c1ccccc1	OS(=O)(=O)c1ccccc1	InChI=1S/C6H6O3S/c7-10(8,9)6-4-2-1-3-5-6/h1-5H,(H,7,8,9)	SRSXLGNVWSONIS-UHFFFAOYSA-N	158.17504	C6H6O3S		
Schrodinger anionic salt	# Benzoic acid	O=C(c1ccccc1)O	OC(=O)c1ccccc1	OC(=O)c1ccccc1	OC(=O)c1ccccc1	InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	WPYMKLBDIGXBTP-UHFFFAOYSA-N	122.12134	C7H6O2		
Schrodinger anionic salt	# Benzoic acid	[O-]C(c1ccccc1)=O	OC(=O)c1ccccc1	OC(=O)c1ccccc1	OC(=O)c1ccccc1	InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	WPYMKLBDIGXBTP-UHFFFAOYSA-N	122.12134	C7H6O2		
Schrodinger anionic salt	# Butyric acid	[O-]C(C(C)C)=O	CC(C)C(=O)O	CC(C)C(=O)O	CC(C)C(=O)O	InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)	KQNPFQTWMSNSAP-UHFFFAOYSA-N	88.10512	C4H8O2		
Schrodinger anionic salt	# Carbonate	O=C(O)[O-]	OC(=O)O	OC(=O)O	OC(=O)O	InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)	BVKZGUZCCUSVTD-UHFFFAOYSA-N	62.02478	CH2O3	Yes	3
Schrodinger anionic salt	# Carbonate	OC(O)=O	OC(=O)O	OC(=O)O	OC(=O)O	InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)	BVKZGUZCCUSVTD-UHFFFAOYSA-N	62.02478	CH2O3	Yes	3
Schrodinger anionic salt	# Carbonate	[O-]C(=O)[O-]	OC(=O)O	OC(=O)O	OC(=O)O	InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)	BVKZGUZCCUSVTD-UHFFFAOYSA-N	62.02478	CH2O3	Yes	3
Schrodinger anionic salt	# Cinnamic acid*	O=C(\C=C\c1ccccc1)O	OC(=O)\C=C\c1ccccc1	OC(=O)\C=C\c1ccccc1	OC(=O)C=Cc1ccccc1	InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6+	WBYWAXJHAXSJNI-VOTSOKGWSA-N	148.15862	C9H8O2		
Schrodinger anionic salt	# Citric acid	O=C(CC(CC(O)=O)(C(O)=O)O)O	OC(=O)CC(O)(CC(=O)O)C(=O)O	OC(=O)CC(O)(CC(=O)O)C(=O)O	OC(=O)CC(O)(CC(=O)O)C(=O)O	InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)	KRKNYBCHXYNGOX-UHFFFAOYSA-N	192.12352	C6H8O7		
Schrodinger anionic salt	# Cyclohexancarboxylic acid*	O=C(C1CCCCC1)O	OC(=O)C1CCCCC1	OC(=O)C1CCCCC1	OC(=O)C1CCCCC1	InChI=1S/C7H12O2/c8-7(9)6-4-2-1-3-5-6/h6H,1-5H2,(H,8,9)	NZNMSOFKMUBTKW-UHFFFAOYSA-N	128.16897	C7H12O2		
Schrodinger anionic salt	# Decanoic acid*	O=C(CCCCCCCCC)O	CCCCCCCCCC(=O)O	CCCCCCCCCC(=O)O	CCCCCCCCCC(=O)O	InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)	GHVNFZFCNZKVNT-UHFFFAOYSA-N	172.2646	C10H20O2		
Schrodinger anionic salt	# Dodecanoic acid*	O=C(CCCCCCCCCCC)O	CCCCCCCCCCCC(=O)O	CCCCCCCCCCCC(=O)O	CCCCCCCCCCCC(=O)O	InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)	POULHZVOKOAJMA-UHFFFAOYSA-N	200.31776	C12H24O2		
