source	smiles	name	atomArray	can_smi	can_taut	can_taut_strip_stereo	Molecular_Formula	Molecular_Weight	CanonicalTautomer	NumberOfTautomers
Schrodinger anionic salt	O=C(Cc1ccccc1)O	# Phenylacetic acid		OC(=O)Cc1ccccc1	OC(=O)Cc1ccccc1	OC(=O)Cc1ccccc1	C8H8O2	136.14792		
Schrodinger anionic salt	O=P(O)(O)O	# Phosphate		OP(=O)(O)O	OP(=O)(O)O	OP(=O)(O)O	H3O4P	97.99518		
Schrodinger anionic salt	[O-][P](O)(O)O	# Phosphate << NOT VALID RDKit mol		O[P](O)(O)[O-]	O[P](O)(O)[O-]	O[P](O)(O)[O-]	H3O4P	97.99518		
Schrodinger anionic salt	[O-]P(O)(O)=O	# Phosphate		OP(=O)(O)[O-]	OP(=O)(O)[O-]	OP(=O)(O)[O-]	H2O4P	96.98724		
Schrodinger anionic salt	O=P(O)(=O)=O	# Phosphate << NOT VALID RDKit mol		OP(=O)(=O)=O	OP(=O)(=O)=O	OP(=O)(=O)=O	HO4P	95.9793		
Schrodinger anionic salt	[O-]P(O)(=O)[O-]	# Phosphate		OP(=O)([O-])[O-]	OP(=O)([O-])[O-]	OP(=O)([O-])[O-]	HO4P	95.9793		
Schrodinger anionic salt	[O-][N+](c1cc(cc([N+](=O)[O-])c1O)[N+](=O)[O-])=O	# Picric acid		Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	C6H3N3O7	229.10392		
Schrodinger anionic salt	[O-]c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]	# Picric acid		[O-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	[O-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	[O-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	C6H2N3O7	228.09598		
Schrodinger anionic salt	O=C(CCCCCC(O)=O)O	# Pimelic acid*		OC(=O)CCCCCC(=O)O	OC(=O)CCCCCC(=O)O	OC(=O)CCCCCC(=O)O	C7H12O4	160.16778		
Schrodinger anionic salt	O=C(CC)O	# Propionic acid*		CCC(=O)O	CCC(=O)O	CCC(=O)O	C3H6O2	74.07854		
Schrodinger anionic salt	O=C(c1c(C(O)=O)cccc1)O	# Phthalic acid*		OC(=O)c1ccccc1C(=O)O	OC(=O)c1ccccc1C(=O)O	OC(=O)c1ccccc1C(=O)O	C8H6O4	166.13084		
Schrodinger anionic salt	O=C(C1CCC(=O)N1)O	# Pyroglutamic acid		OC(=O)C1CCC(=O)N1	OC(=O)C1CCC(=O)N1	OC(=O)C1CCC(=O)N1	C5H7NO3	129.11398		
Schrodinger anionic salt	O=C([C@@H]1CCC(=O)N1)O	# Pyroglutamic acid		OC(=O)[C@@H]1CCC(=O)N1	OC(=O)[C@@H]1CCC(=O)N1	OC(=O)C1CCC(=O)N1	C5H7NO3	129.11398		
Schrodinger anionic salt	O=C(c1ccccc1O)O	# Salicylic acid		OC(=O)c1ccccc1O	OC(=O)c1ccccc1O	OC(=O)c1ccccc1O	C7H6O3	138.12073		
Schrodinger anionic salt	[O-]C(c1ccccc1O)=O	# Salicylic acid		Oc1ccccc1C(=O)[O-]	Oc1ccccc1C(=O)[O-]	Oc1ccccc1C(=O)[O-]	C7H5O3	137.1128		
Schrodinger anionic salt	O=C(CCCCCCC(O)=O)O	# Suberic acid*		OC(=O)CCCCCCC(=O)O	OC(=O)CCCCCCC(=O)O	OC(=O)CCCCCCC(=O)O	C8H14O4	174.19436		
Schrodinger anionic salt	O=C(CCC(O)=O)O	# Succinic acid		OC(=O)CCC(=O)O	OC(=O)CCC(=O)O	OC(=O)CCC(=O)O	C4H6O4	118.08804		
Schrodinger anionic salt	[O-]C(CCC(O)=O)=O	# Succinic acid		OC(=O)CCC(=O)[O-]	OC(=O)CCC(=O)[O-]	OC(=O)CCC(=O)[O-]	C4H5O4	117.0801		
Schrodinger anionic salt	O=S(N)(O)=O	# Sulfamic acid*		NS(=O)(=O)O	NS(=O)(=O)O	NS(=O)(=O)O	H3NO3S	97.09371		
Schrodinger anionic salt	Nc1ccc(S(O)(=O)=O)cc1	# Sulfanilic acid		Nc1ccc(cc1)S(=O)(=O)O	Nc1ccc(cc1)S(=O)(=O)O	Nc1ccc(cc1)S(=O)(=O)O	C6H7NO3S	173.18968		
Schrodinger anionic salt	O=S(O)(O)=O	# Sulfuric acid		OS(=O)(=O)O	OS(=O)(=O)O	OS(=O)(=O)O	H2O4S	98.07848		
Schrodinger anionic salt	[O-]S(O)(=O)=O	# Sulfuric acid		OS(=O)(=O)[O-]	OS(=O)(=O)[O-]	OS(=O)(=O)[O-]	HO4S	97.07054		
Schrodinger anionic salt	[O-]S(=O)(=O)[O-]	# Sulfuric acid		[O-]S(=O)(=O)[O-]	[O-]S(=O)(=O)[O-]	[O-]S(=O)(=O)[O-]	O4S	96.06259		
Schrodinger anionic salt	[O-]S(=O)(=O)[O-]	# Sulfuric acid << NOT VALID RDKit mol		[O-]S(=O)(=O)[O-]	[O-]S(=O)(=O)[O-]	[O-]S(=O)(=O)[O-]	O4S	96.06259		
Schrodinger anionic salt	[O-]S(=O)(=O)=O	# Sulfuric acid << NOT VALID RDKit mol		[O-]S(=O)(=O)=O	[O-]S(=O)(=O)=O	[O-]S(=O)(=O)=O	O4S	96.06259		
Schrodinger anionic salt	O=S(O)(O)=O	# Sulfuric acid		OS(=O)(=O)O	OS(=O)(=O)O	OS(=O)(=O)O	H2O4S	98.07848		
Schrodinger anionic salt	[O-][S+](=O)([O-])[O-]	# Sulfuric acid		[O-][S+](=O)([O-])[O-]	[O-][S+](=O)([O-])[O-]	[O-][S+](=O)([O-])[O-]	O4S	96.06259		
Schrodinger anionic salt	[O-][S+](O)(=O)[O-]	# Sulfuric acid		O[S+](=O)([O-])[O-]	O[S+](=O)([O-])[O-]	O[S+](=O)([O-])[O-]	HO4S	97.07054		
Schrodinger anionic salt	[O-]C(C(C(C(O)=O)O)O)=O	# Tartaric acid		OC(C(O)C(=O)[O-])C(=O)O	OC(C(O)C(=O)[O-])C(=O)O	OC(C(O)C(=O)[O-])C(=O)O	C4H5O6	149.0789		
Schrodinger anionic salt	O=C(C(C(C(O)=O)O)O)O	# Tartaric acid		OC(C(O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	C4H6O6	150.08684		
Schrodinger anionic salt	O=C([C@@H]([C@H](C(O)=O)O)O)O	# Tartaric acid		O[C@H]([C@@H](O)C(=O)O)C(=O)O	O[C@H]([C@@H](O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	C4H6O6	150.08684		
Schrodinger anionic salt	O=C([C@H]([C@@H](C(O)=O)O)O)O	# Tartaric acid		O[C@@H]([C@H](O)C(=O)O)C(=O)O	O[C@@H]([C@H](O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	C4H6O6	150.08684		
Schrodinger anionic salt	O=C([C@H]([C@H](C(O)=O)O)O)O	# Tartaric acid		O[C@H]([C@H](O)C(=O)O)C(=O)O	O[C@H]([C@H](O)C(=O)O)C(=O)O	OC(C(O)C(=O)O)C(=O)O	C4H6O6	150.08684		
Schrodinger anionic salt	[O-]C([C@@H]([C@H](C(O)=O)O)O)=O	# Tartaric acid		O[C@H]([C@@H](O)C(=O)[O-])C(=O)O	O[C@H]([C@@H](O)C(=O)[O-])C(=O)O	OC(C(O)C(=O)[O-])C(=O)O	C4H5O6	149.0789		
Schrodinger anionic salt	F[B-](F)(F)F	# Tetrafluroborate		F[B-](F)(F)F	F[B-](F)(F)F	F[B-](F)(F)F	BF4	86.80461		
Schrodinger anionic salt	Cc1ccc(S(O)(=O)=O)cc1	# p-toluenesulfonic acid		Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	Cc1ccc(cc1)S(=O)(=O)O	C7H8O3S	172.20162		
Schrodinger anionic salt	Cc1ccc(S(=O)(=O)[O-])cc1	# p-toluenesulfonic acid		Cc1ccc(cc1)S(=O)(=O)[O-]	Cc1ccc(cc1)S(=O)(=O)[O-]	Cc1ccc(cc1)S(=O)(=O)[O-]	C7H7O3S	171.19368		
Schrodinger anionic salt	Cc1ccc([S+](=O)([O-])[O-])cc1	# p-toluenesulfonic acid		Cc1ccc(cc1)[S+](=O)([O-])[O-]	Cc1ccc(cc1)[S+](=O)([O-])[O-]	Cc1ccc(cc1)[S+](=O)([O-])[O-]	C7H7O3S	171.19368		
Schrodinger anionic salt	O=C(O)C(F)(F)F	# TFA		OC(=O)C(F)(F)F	OC(=O)C(F)(F)F	OC(=O)C(F)(F)F	C2HF3O2	114.02334		
Schrodinger anionic salt	[O-]C(C(F)(F)F)=O	# TFA		[O-]C(=O)C(F)(F)F	[O-]C(=O)C(F)(F)F	[O-]C(=O)C(F)(F)F	C2F3O2	113.0154		
Schrodinger anionic salt	SC#N	# Thiocyanate		SC#N	SC#N	SC#N	CHNS	59.09034		
Schrodinger anionic salt	S=C=[N-]	# Thiocyanate		[N-]=C=S	[N-]=C=S	[N-]=C=S	CNS	58.0824		
Schrodinger anionic salt	[S-]C#N	# Thiocyanate		[S-]C#N	[S-]C#N	[S-]C#N	CNS	58.0824		
Schrodinger cationic salt	[NH4+]	# Ammonia		[NH4+]	[NH4+]	[NH4+]	H4N	18.03846		
Schrodinger cationic salt	N	# Ammonia		N	N	N	H3N	17.03052		
Schrodinger cationic salt	O=C(C(CCCNC(N)=N)N)O	# Arginine		NC(CCCNC(=N)N)C(=O)O	NC(CCCN=C(N)N)C(=O)O	NC(CCCN=C(N)N)C(=O)O	C6H14N4O2	174.20096	Yes	3
Schrodinger cationic salt	NC1CC1	# Cyclopropylamine		NC1CC1	NC1CC1	NC1CC1	C3H7N	57.09438		
Schrodinger cationic salt	NCCCN	# Diaminopropane		NCCCN	NCCCN	NCCCN	C3H10N2	74.1249		
Schrodinger cationic salt	N1(CCN(C)CC1)C	# N.N'-dimethylpiperazine		CN1CCN(C)CC1	CN1CCN(C)CC1	CN1CCN(C)CC1	C6H14N2	114.18876		
Schrodinger cationic salt	C1C(NC2CCCCC2)CCCC1	# Dicyclohexylamine		C1CCC(CC1)NC2CCCCC2	C1CCC(CC1)NC2CCCCC2	C1CCC(CC1)NC2CCCCC2	C12H23N	181.31772		
Schrodinger cationic salt	NCCN	# Ethylenediamine		NCCN	NCCN	NCCN	C2H8N2	60.09832		
Schrodinger cationic salt	[Li+]	# Elements		[Li+]	[Li+]	[Li+]	Li	6.941		
Schrodinger cationic salt	[LiH+]	# Elements		[LiH+]	[LiH+]	[LiH+]	HLi	7.94894		
Schrodinger cationic salt	[Na+]	# Elements		[Na+]	[Na+]	[Na+]	Na	22.98977		
Schrodinger cationic salt	[NaH+]	# Elements		[NaH+]	[NaH+]	[NaH+]	HNa	23.99771		
Schrodinger cationic salt	[Mg+2]	# Elements		[Mg+2]	[Mg+2]	[Mg+2]	Mg	24.305		
Schrodinger cationic salt	[MgH+2]	# Elements		[MgH+2]	[MgH+2]	[MgH+2]	HMg	25.31294		
Schrodinger cationic salt	[MgH2+2]	# Elements		[MgH2+2]	[MgH2+2]	[MgH2+2]	H2Mg	26.32088		
Schrodinger cationic salt	[Al+3]	# Elements		[Al+3]	[Al+3]	[Al+3]	Al	26.98153		
Schrodinger cationic salt	[Al+3]	# Elements		[Al+3]	[Al+3]	[Al+3]	Al	26.98153		
Schrodinger cationic salt	[Al+3]	# Elements		[Al+3]	[Al+3]	[Al+3]	Al	26.98153		
Schrodinger cationic salt	[SiH6+2]	# Elements		[SiH6+2]	[SiH6+2]	[SiH6+2]	H6Si	34.13313		
Schrodinger cationic salt	[K+]	# Elements		[K+]	[K+]	[K+]	K	39.0983		
Schrodinger cationic salt	[KH+]	# Elements		[KH+]	[KH+]	[KH+]	HK	40.10624		
Schrodinger cationic salt	[KH2+]	# Elements		[KH2+]	[KH2+]	[KH2+]	H2K	41.11418		
Schrodinger cationic salt	[Ca+2]	# Elements		[Ca+2]	[Ca+2]	[Ca+2]	Ca	40.078		
Schrodinger cationic salt	[CaH+2]	# Elements		[CaH+2]	[CaH+2]	[CaH+2]	CaH	41.08594		
Schrodinger cationic salt	[CaH2+2]	# Elements		[CaH2+2]	[CaH2+2]	[CaH2+2]	CaH2	42.09388		
Schrodinger cationic salt	[Sc+3]	# Elements		[Sc+3]	[Sc+3]	[Sc+3]	Sc	44.95591		
Schrodinger cationic salt	[Sc+3]	# Elements		[Sc+3]	[Sc+3]	[Sc+3]	Sc	44.95591		
Schrodinger cationic salt	[Ti+3]	# Elements		[Ti+3]	[Ti+3]	[Ti+3]	Ti	47.867		
Schrodinger cationic salt	[Ti+3]	# Elements		[Ti+3]	[Ti+3]	[Ti+3]	Ti	47.867		
Schrodinger cationic salt	[V+5]	# Elements		[V+5]	[V+5]	[V+5]	V	50.9415		
Schrodinger cationic salt	[Cr+6]	# Elements		[Cr+6]	[Cr+6]	[Cr+6]	Cr	51.9961		
Schrodinger cationic salt	[Cr+6]	# Elements		[Cr+6]	[Cr+6]	[Cr+6]	Cr	51.9961		
Schrodinger cationic salt	[Mn+7]	# Elements		[Mn+7]	[Mn+7]	[Mn+7]	Mn	54.93804		
Schrodinger cationic salt	[Mn+7]	# Elements		[Mn+7]	[Mn+7]	[Mn+7]	Mn	54.93804		
Schrodinger cationic salt	[Fe+2]	# Elements		[Fe+2]	[Fe+2]	[Fe+2]	Fe	55.845		
Schrodinger cationic salt	[Fe+2]	# Elements		[Fe+2]	[Fe+2]	[Fe+2]	Fe	55.845		
Schrodinger cationic salt	[Fe+2]	# Elements		[Fe+2]	[Fe+2]	[Fe+2]	Fe	55.845		
Schrodinger cationic salt	[Fe+2]	# Elements		[Fe+2]	[Fe+2]	[Fe+2]	Fe	55.845		
Schrodinger cationic salt	[Co+2]	# Elements		[Co+2]	[Co+2]	[Co+2]	Co	58.9332		
Schrodinger cationic salt	[Co+2]	# Elements		[Co+2]	[Co+2]	[Co+2]	Co	58.9332		
Schrodinger cationic salt	[Co+2]	# Elements		[Co+2]	[Co+2]	[Co+2]	Co	58.9332		
Schrodinger cationic salt	[Ni+2]	# Elements		[Ni+2]	[Ni+2]	[Ni+2]	Ni	58.6934		
Schrodinger cationic salt	[Ni+2]	# Elements		[Ni+2]	[Ni+2]	[Ni+2]	Ni	58.6934		
Schrodinger cationic salt	[Cu+2]	# Elements		[Cu+2]	[Cu+2]	[Cu+2]	Cu	63.546		
Schrodinger cationic salt	[Cu+2]	# Elements		[Cu+2]	[Cu+2]	[Cu+2]	Cu	63.546		
Schrodinger cationic salt	[Cu+2]	# Elements		[Cu+2]	[Cu+2]	[Cu+2]	Cu	63.546		
Schrodinger cationic salt	[Zn+2]	# Elements		[Zn+2]	[Zn+2]	[Zn+2]	Zn	65.409		
Schrodinger cationic salt	[ZnH2+2]	# Elements		[ZnH2+2]	[ZnH2+2]	[ZnH2+2]	H2Zn	67.42488		
Schrodinger cationic salt	[Ga+3]	# Elements		[Ga+3]	[Ga+3]	[Ga+3]	Ga	69.723		
Schrodinger cationic salt	[Ga+3]	# Elements		[Ga+3]	[Ga+3]	[Ga+3]	Ga	69.723		
Schrodinger cationic salt	[AsH6+3]	# Elements		[AsH6+3]	[AsH6+3]	[AsH6+3]	AsH6	80.96924		
Schrodinger cationic salt	[Rb+]	# Elements		[Rb+]	[Rb+]	[Rb+]	Rb	85.4678		
Schrodinger cationic salt	[Rb+]	# Elements		[Rb+]	[Rb+]	[Rb+]	Rb	85.4678		
Schrodinger cationic salt	[Sr+2]	# Elements		[Sr+2]	[Sr+2]	[Sr+2]	Sr	87.62		
Schrodinger cationic salt	[Y+3]	# Elements		[Y+3]	[Y+3]	[Y+3]	Y	88.90585		
Schrodinger cationic salt	[Y+3]	# Elements		[Y+3]	[Y+3]	[Y+3]	Y	88.90585		
Schrodinger cationic salt	[Zr+4]	# Elements		[Zr+4]	[Zr+4]	[Zr+4]	Zr	91.224		
Schrodinger cationic salt	[Zr+4]	# Elements		[Zr+4]	[Zr+4]	[Zr+4]	Zr	91.224		
Schrodinger cationic salt	[Mo+2]	# Elements		[Mo+2]	[Mo+2]	[Mo+2]	Mo	95.94		
Schrodinger cationic salt	[RuH+2]	# Elements		[RuH+2]	[RuH+2]	[RuH+2]	HRu	102.07794		
Schrodinger cationic salt	[RuH2+2]	# Elements		[RuH2+2]	[RuH2+2]	[RuH2+2]	H2Ru	103.08587		
Schrodinger cationic salt	[Ru+2]	# Elements		[Ru+2]	[Ru+2]	[Ru+2]	Ru	101.07		
Schrodinger cationic salt	[Ru+2]	# Elements		[Ru+2]	[Ru+2]	[Ru+2]	Ru	101.07		
Schrodinger cationic salt	[Rh+2]	# Elements		[Rh+2]	[Rh+2]	[Rh+2]	Rh	102.9055		
Schrodinger cationic salt	[Rh+2]	# Elements		[Rh+2]	[Rh+2]	[Rh+2]	Rh	102.9055		
Schrodinger cationic salt	[RhH+2]	# Elements		[RhH+2]	[RhH+2]	[RhH+2]	HRh	103.91344		
Schrodinger cationic salt	[PdH4+2]	# Elements		[PdH4+2]	[PdH4+2]	[PdH4+2]	H4Pd	110.45176		
Schrodinger cationic salt	[PdH2+2]	# Elements		[PdH2+2]	[PdH2+2]	[PdH2+2]	H2Pd	108.43588		
Schrodinger cationic salt	[Ag+]	# Elements		[Ag+]	[Ag+]	[Ag+]	Ag	107.8682		
Schrodinger cationic salt	[Ag+]	# Elements		[Ag+]	[Ag+]	[Ag+]	Ag	107.8682		
Schrodinger cationic salt	[Ag+]	# Elements		[Ag+]	[Ag+]	[Ag+]	Ag	107.8682		
Schrodinger cationic salt	[Cd+2]	# Elements		[Cd+2]	[Cd+2]	[Cd+2]	Cd	112.411		
Schrodinger cationic salt	[CdH2+2]	# Elements		[CdH2+2]	[CdH2+2]	[CdH2+2]	CdH2	114.42688		
Schrodinger cationic salt	[In+3]	# Elements		[In+3]	[In+3]	[In+3]	In	114.818		
Schrodinger cationic salt	[In+3]	# Elements		[In+3]	[In+3]	[In+3]	In	114.818		
Schrodinger cationic salt	[SnH4+2]	# Elements		[SnH4+2]	[SnH4+2]	[SnH4+2]	H4Sn	122.74176		
Schrodinger cationic salt	[SnH2+2]	# Elements		[SnH2+2]	[SnH2+2]	[SnH2+2]	H2Sn	120.72587		
Schrodinger cationic salt	[Sb+3]	# Elements		[Sb+3]	[Sb+3]	[Sb+3]	Sb	121.76		
Schrodinger cationic salt	[Cs+]	# Elements		[Cs+]	[Cs+]	[Cs+]	Cs	132.90545		
Schrodinger cationic salt	[Cs+]	# Elements		[Cs+]	[Cs+]	[Cs+]	Cs	132.90545		
Schrodinger cationic salt	[Ba+2]	# Elements		[Ba+2]	[Ba+2]	[Ba+2]	Ba	137.327		
Schrodinger cationic salt	[Ba+2]	# Elements		[Ba+2]	[Ba+2]	[Ba+2]	Ba	137.327		
Schrodinger cationic salt	[La+3]	# Elements		[La+3]	[La+3]	[La+3]	La	138.90549		
Schrodinger cationic salt	[La+3]	# Elements		[La+3]	[La+3]	[La+3]	La	138.90549		
Schrodinger cationic salt	[Ce+3]	# Elements		[Ce+3]	[Ce+3]	[Ce+3]	Ce	140.116		
Schrodinger cationic salt	[Ce+3]	# Elements		[Ce+3]	[Ce+3]	[Ce+3]	Ce	140.116		
Schrodinger cationic salt	[Pr+3]	# Elements		[Pr+3]	[Pr+3]	[Pr+3]	Pr	140.90764		
Schrodinger cationic salt	[Pr+3]	# Elements		[Pr+3]	[Pr+3]	[Pr+3]	Pr	140.90764		
Schrodinger cationic salt	[Nd+3]	# Elements		[Nd+3]	[Nd+3]	[Nd+3]	Nd	144.24		
Schrodinger cationic salt	[Nd+3]	# Elements		[Nd+3]	[Nd+3]	[Nd+3]	Nd	144.24		
Schrodinger cationic salt	[Sm+2]	# Elements		[Sm+2]	[Sm+2]	[Sm+2]	Sm	150.36		
Schrodinger cationic salt	[Sm+2]	# Elements		[Sm+2]	[Sm+2]	[Sm+2]	Sm	150.36		
Schrodinger cationic salt	[Eu+3]	# Elements		[Eu+3]	[Eu+3]	[Eu+3]	Eu	151.964		
Schrodinger cationic salt	[Eu+3]	# Elements		[Eu+3]	[Eu+3]	[Eu+3]	Eu	151.964		
Schrodinger cationic salt	[Gd+3]	# Elements		[Gd+3]	[Gd+3]	[Gd+3]	Gd	157.25		
Schrodinger cationic salt	[Gd+3]	# Elements		[Gd+3]	[Gd+3]	[Gd+3]	Gd	157.25		
Schrodinger cationic salt	[Tb+3]	# Elements		[Tb+3]	[Tb+3]	[Tb+3]	Tb	158.92534		
Schrodinger cationic salt	[Tb+3]	# Elements		[Tb+3]	[Tb+3]	[Tb+3]	Tb	158.92534		
Schrodinger cationic salt	[Dy+3]	# Elements		[Dy+3]	[Dy+3]	[Dy+3]	Dy	162.5		
Schrodinger cationic salt	[Dy+3]	# Elements		[Dy+3]	[Dy+3]	[Dy+3]	Dy	162.5		
Schrodinger cationic salt	[Ho+3]	# Elements		[Ho+3]	[Ho+3]	[Ho+3]	Ho	164.93032		
Schrodinger cationic salt	[Ho+3]	# Elements		[Ho+3]	[Ho+3]	[Ho+3]	Ho	164.93032		
Schrodinger cationic salt	[Er+3]	# Elements		[Er+3]	[Er+3]	[Er+3]	Er	167.25899		
Schrodinger cationic salt	[Er+3]	# Elements		[Er+3]	[Er+3]	[Er+3]	Er	167.25899		
Schrodinger cationic salt	[Tm+2]	# Elements		[Tm+2]	[Tm+2]	[Tm+2]	Tm	168.93421		
Schrodinger cationic salt	[Tm+2]	# Elements		[Tm+2]	[Tm+2]	[Tm+2]	Tm	168.93421		
Schrodinger cationic salt	[Yb+2]	# Elements		[Yb+2]	[Yb+2]	[Yb+2]	Yb	173.04		
Schrodinger cationic salt	[Lu+3]	# Elements		[Lu+3]	[Lu+3]	[Lu+3]	Lu	174.967		
Schrodinger cationic salt	[Lu+3]	# Elements		[Lu+3]	[Lu+3]	[Lu+3]	Lu	174.967		
Schrodinger cationic salt	[Ta+5]	# Elements		[Ta+5]	[Ta+5]	[Ta+5]	Ta	180.9479		
Schrodinger cationic salt	[W+2]	# Elements		[W+2]	[W+2]	[W+2]	W	183.84		
Schrodinger cationic salt	[Ir+2]	# Elements		[Ir+2]	[Ir+2]	[Ir+2]	Ir	192.217		
Schrodinger cationic salt	[PtH4+2]	# Elements		[PtH4+2]	[PtH4+2]	[PtH4+2]	H4Pt	199.10976		
Schrodinger cationic salt	[PtH2+2]	# Elements		[PtH2+2]	[PtH2+2]	[PtH2+2]	H2Pt	197.09388		
Schrodinger cationic salt	[Au+]	# Elements		[Au+]	[Au+]	[Au+]	Au	196.96655		
Schrodinger cationic salt	[Hg+]	# Elements		[Hg+]	[Hg+]	[Hg+]	Hg	200.59		
Schrodinger cationic salt	[HgH2+]	# Elements		[HgH2+]	[HgH2+]	[HgH2+]	H2Hg	202.60588		
Schrodinger cationic salt	[HgH+]	# Elements		[HgH+]	[HgH+]	[HgH+]	HHg	201.59794		
Schrodinger cationic salt	[Tl+]	# Elements		[Tl+]	[Tl+]	[Tl+]	Tl	204.3833		
Schrodinger cationic salt	[Tl+]	# Elements		[Tl+]	[Tl+]	[Tl+]	Tl	204.3833		
Schrodinger cationic salt	[PbH4+2]	# Elements		[PbH4+2]	[PbH4+2]	[PbH4+2]	H4Pb	211.23175		
Schrodinger cationic salt	[PbH2+2]	# Elements		[PbH2+2]	[PbH2+2]	[PbH2+2]	H2Pb	209.21588		
Schrodinger cationic salt	[Bi+3]	# Elements		[Bi+3]	[Bi+3]	[Bi+3]	Bi	208.98038		
Schrodinger cationic salt	[BiH3+3]	# Elements		[BiH3+3]	[BiH3+3]	[BiH3+3]	BiH3	212.0042		
Schrodinger cationic salt	N1(CCCCC1)CC	# N-ethylpiperidine*		CCN1CCCCC1	CCN1CCCCC1	CCN1CCCCC1	C7H15N	113.2007		
Schrodinger cationic salt	O=C(C(CCCCN)N)O	# Lysine		NCCCCC(N)C(=O)O	NCCCCC(N)C(=O)O	NCCCCC(N)C(=O)O	C6H14N2O2	146.18755		
Schrodinger cationic salt	CC[N+](CC)(CC)CC	# TEA		CC[N+](CC)(CC)CC	CC[N+](CC)(CC)CC	CC[N+](CC)(CC)CC	C8H20N	130.25109		
Schrodinger solvent	CC(C)=O	# Acetone		CC(=O)C	CC(=O)C	CC(=O)C	C3H6O	58.07914		
Schrodinger solvent	N#CC	# Acetonitrile*		CC#N	CC#N	CC#N	C2H3N	41.05192		
Schrodinger solvent	[NH3+]c1ccccc1	# Aniline		[NH3+]c1ccccc1	[NH3+]c1ccccc1	[NH3+]c1ccccc1	C6H8N	94.13442		
Schrodinger solvent	c1ccccc1	# Benzene		c1ccccc1	c1ccccc1	c1ccccc1	C6H6	78.11184		
Schrodinger solvent	OCCCC	# 1-butanol*		CCCCO	CCCCO	CCCCO	C4H10O	74.1216		
Schrodinger solvent	OC(CC)C	# 2-butanol*		CCC(C)O	CCC(C)O	CCC(C)O	C4H10O	74.1216		
Schrodinger solvent	O=C(CC)C	# 2-butanone*		CCC(=O)C	CCC(=O)C	CCC(=O)C	C4H8O	72.10572		
Schrodinger solvent	OC(C)(C)C	# t-butyl alcohol*		CC(C)(C)O	CC(C)(C)O	CC(C)(C)O	C4H10O	74.1216		
Schrodinger solvent	N#Cc1ccccc1	# Benzonitrile		N#Cc1ccccc1	N#Cc1ccccc1	N#Cc1ccccc1	C7H5N	103.1213		
Schrodinger solvent	OCCCCO	# 1,4-Butanediol		OCCCCO	OCCCCO	OCCCCO	C4H10O2	90.121		
Schrodinger solvent	ClC(Cl)(Cl)Cl	# Carbon tetrachloride*		ClC(Cl)(Cl)Cl	ClC(Cl)(Cl)Cl	ClC(Cl)(Cl)Cl	CCl4	153.8227		
Schrodinger solvent	Clc1ccccc1	# Chlorobenzene*		Clc1ccccc1	Clc1ccccc1	Clc1ccccc1	C6H5Cl	112.5569		
Schrodinger solvent	ClC(Cl)Cl	# Chloroform*		ClC(Cl)Cl	ClC(Cl)Cl	ClC(Cl)Cl	CHCl3	119.37764		
Schrodinger solvent	C1CCCCC1	# Cyclohexane		C1CCCCC1	C1CCCCC1	C1CCCCC1	C6H12	84.15947		
Schrodinger solvent	ClCCCl	# 1,2-dichloroethane*		ClCCCl	ClCCCl	ClCCCl	C2H4Cl2	98.95916		
Schrodinger solvent	NC1CCCCC1	# Cyclohexylamine		NC1CCCCC1	NC1CCCCC1	NC1CCCCC1	C6H13N	99.17412		
Schrodinger solvent	[NH3+]C1CCCCC1	# Cyclohexylamine		[NH3+]C1CCCCC1	[NH3+]C1CCCCC1	[NH3+]C1CCCCC1	C6H14N	100.18206		
Schrodinger solvent	CC(N(C)C)=O	# Dimethylacetamide		CN(C)C(=O)C	CN(C)C(=O)C	CN(C)C(=O)C	C4H9NO	87.12036		
Schrodinger solvent	O=CN(C)C	# Dimethylformamide		CN(C)C=O	CN(C)C=O	CN(C)C=O	C3H7NO	73.09378		
Schrodinger solvent	CCOCC	# Diethylether		CCOCC	CCOCC	CCOCC	C4H10O	74.1216		
Schrodinger solvent	COCCOCCOC	# Diglyme*		COCCOCCOC	COCCOCCOC	COCCOCCOC	C6H14O3	134.17356		
Schrodinger solvent	COCCOC	# DME*		COCCOC	COCCOC	COCCOC	C4H10O2	90.121		
Schrodinger solvent	O(C)C	# Dimethylether*		COC	COC	COC	C2H6O	46.06844		
Schrodinger solvent	O=CN(C)C	# DMF*		CN(C)C=O	CN(C)C=O	CN(C)C=O	C3H7NO	73.09378		
