NSC	MF	MW	RS3_MF	RS3_MW	RS3_Num_Atoms	RS3_Num_Fragments	ERROR_MSG	Alt_MF	Alt_MW	Alt_Num_Atoms	Alt_Num_Fragments
1296	C6H24CoN6.3Cl	346	C6H18CoN6	233.18052	13	1		C6H18ClCoN6	268.63352	14	2
1299	Br.1/3CoH18N6	134	CoH12N6	155.06867	7	1		BrCoH12N6	234.97267	8	2
1302	Cl.1/2CuH12N4	101	CuH8N4	127.63632	5	1		ClCuH8N4	163.08931	6	2
1303	Cl.1/2H18N6Ni	116	H12N6Ni	154.82887	7	1		ClH12N6Ni	190.28187	8	2
1468	C4H4CuO10.2Na	322	C4H2CuO10	273.59868	15	1		C4H2CuNaO10	296.58844	16	2
1834	C6H24CrN6.3Cl	339	C6H18CrN6	226.24342	13	1		C6H18ClCrN6	261.69642	14	2
2004	Cl.1/3CrH18N6	87	CrH12N6	148.13157	7	1		ClCrH12N6	183.58458	8	2
2911	ClCoH15N5.2Cl	250	ClCoH10N5	174.49909	7	1		Cl2CoH10N5	209.9521	8	2
2912	CoH6N6O8.H4N	295	CoH4N6O8	275.00036	15	1		CoH7N7O8	292.03088	16	2
2913	C6H24CoN6.3I	620	C6H18CoN6	233.18052	13	1		C6H18CoIN6	360.08499	14	2
2918	C10H12N2NiO8.2Na	393	C10H12N2NiO8	346.90428	21	1		C10H12N2NaNiO8	371.90993	22	2
2919	Cl.CoH12N6O4	255	CoH8N6O4	215.03451	11	1		ClCoH8N6O4	250.48752	12	2
2921	C4H16Cl2CoN4.Cl	285	C4H12Cl2CoN4	246.00408	11	1		C4H12Cl3CoN4	281.45708	12	2
2923	CoFH15N5.F	182	CoFH10N5	158.0445	7	1		CoF2H10N5	177.0429	8	2
3253	C21H22N3S.Cl	384	C21H23N3R#S	349.49242	26	2		C21H23*ClN3S	385.95336	27	3
3283	C24H24Cl4N2.2Cl	553	C24H29Cl4N2	487.31246	30	1		C24H24Cl5N2	519.74163	31	2
3284	C22H32N4.2Br	512	C22H32N4	352.51628	26	1		C22H32BrN4	434.43616	27	2
3320	C34H56NO.Cl	530	C34H58NOR#2	496.83041	38	3		C34H58*2ClNO	533.29135	39	4
3908	C9H9HgO2S.1/2Cu	414	C9H9HgO2S	381.82156	13	1		C9H9CuHgO2S	445.36756	14	2
3909	C9H9HgO2S.1/2Mn	409	C9H9HgO2S	381.82156	13	1		C9H9HgMnO2S	436.7596	14	2
4309	C23H36N2O2.2I	626	C23H36N2O2	372.54414	27	1		C23H36IN2O2	501.46449	28	2
4316	C6CoN6.3K	332	C6CoN6	215.03759	13	1		C6CoKN6	254.13589	14	2
4317	Cl.1/3CoH18N6	89	CoH12N6	155.06867	7	1		ClCoH12N6	190.52167	8	2
4319	C37H35ClN2O6S2.Na	726	C37H36ClN2O6S2	704.27454	48	1		C37H36ClN2NaO6S2	728.27225	49	2
4431	C22H23N2.Cl	351	C22H23N2	315.43141	24	1		C22H23ClN2	351.89235	25	2
4434	C28H27N2.Cl	427	C28H27N2	391.52738	30	1		C28H27ClN2	427.98831	31	2
4762	C19H26O3S.Na	357	C13H16O3R#2S	252.32934	19	3		C13H16*2NaO3S	275.31911	20	4
4794	C9H9HgO2S.Na	405	C9H9HgO2S	381.82156	13	1		C9H9HgNaO2S	404.81133	14	2
4854	C4H6CrN6S4.H4N	336	C4H4CrN6S4	316.37086	15	1		C4H7CrN7S4	333.40138	16	2
5010	C27H32N2O7S2.1/2Ca	581	C27H33N2O7S2	561.69011	38	1		C27H33CaN2O7S2	602.77605	39	2
5012	C28H19N3O9S3.2Na	684	C28H38N3O9R#S3	656.81102	44	2		C28H21*N3NaO9S3	663.67374	45	3
5016	C37H36N2O6S2.Na	692	C37H37N2O6S2	669.82948	47	1		C37H37N2NaO6S2	693.82719	48	2
5017	C37H36N2O7S2.1/2Ca	705	C37H37N2O7S2	685.82887	48	1		C37H37CaN2O7S2	726.91482	49	2
5019	C41H45N3O6S2.Na	763	C41H46N3O6S2	740.95044	52	1		C41H46N3NaO6S2	764.94815	53	2
5490	C23H17ClN4O3S2.ClH	533	C23H17ClN4O3S2	496.98907	33	1		C23H18Cl2N4O3S2	533.45002	34	2
5494	C25H19ClN4O3S.ClH	527	C25H19ClN4O3S	490.96135	34	1		C25H20Cl2N4O3S	527.42229	35	2
5783	C8H6O5S.1/2Cu	246	C8H7O5R#S	215.20318	15	2		C8H7*CuO5S	278.74918	16	3
5790	C9H10O3S.Na	221	C9H11O3R#S	199.24684	14	2		C9H11*NaO3S	222.23661	15	3
5792	C10H12O3S.Na	235	C10H13O3R#S	213.27342	15	2		C10H13*NaO3S	236.26319	16	3
5801	C11H16O4S.Na	267	C11H17O4R#S	245.31528	17	2		C11H17*NaO4S	268.30505	18	3
5802	C11H16O4S.Na	267	C11H17O4R#S	245.31528	17	2		C11H17*NaO4S	268.30505	18	3
5813	C13H20O4S.Na	295	C13H21O4R#S	273.36844	19	2		C13H21*NaO4S	296.35821	20	3
5819	C14H14O4S.Na	301	C14H15O4R#S	279.3315	20	2		C14H15*NaO4S	302.32127	21	3
5830	C16H20O3S.Na	315	C13H16O3R#2S	252.32934	19	3		C13H16*2NaO3S	275.31911	20	4
5840	C18H24O3S.Na	343	C18H26O3R#2S	322.46224	24	3		C18H26*2NaO3S	345.45201	25	4
5841	C19H26O3S.Na	357	C19H28O3R#2S	336.48882	25	3		C19H28*2NaO3S	359.47859	26	4
5846	C20H28O3S.Na	371	C15H20O3R#2S	280.3825	21	3		C15H20*2NaO3S	303.37227	22	4
7343	C10H12N2NiO8.2Na	393	C10H12N2NiO8	346.90428	21	1		C10H12N2NaNiO8	371.90993	22	2
7344	C10H12CoN2O8.2Na	393	C10H12CoN2O8	347.14408	21	1		C10H12CoN2NaO8	372.14973	22	2
7345	C10H12MnN2O8.2Na	389	C10H12MnN2O8	343.14892	21	1		C10H12MnN2NaO8	368.15457	22	2
7347	C10H12N2O8Zn.2Na	400	C10H12N2O8Zn	353.61988	21	1		C10H12N2NaO8Zn	378.62553	22	2
7724	C20H8CuN2O16S4.4Na	816	C20H12CuN2O16S4	728.11908	43	1		C20H12CuN2NaO16S4	753.12473	44	2
7806	C28H19N3O6S2.Na	581	C28H38N3O6R#S2	576.74781	40	2		C28H21*N3NaO6S2	583.61055	41	3
7815	C34H28N6O9S3.3Na	830	C34H28N6O9S3	760.81591	52	1		C34H28N6NaO9S3	783.80569	53	2
7832	C22H16N4O7S2.2Na	559	C22H16N4O7S2	512.51504	35	1		C22H16N4NaO7S2	535.50481	36	2
8010	C19H24N2O.ClH	333	C19H24N2O	296.40666	22	1		C19H25ClN2O	332.8676	23	2
8104	C23H31NO.BrH	418	C23H31NO	337.49834	25	1		C23H32BrNO	418.41028	26	2
8587	C21H32N2O2.ClH	381	C21H33N2O2R#	345.49892	26	2		C21H34*ClN2O2	381.95986	27	3
8589	C22H26N2O2.ClH	387	C22H27N2O2R#	351.46198	27	2		C22H28*ClN2O2	387.92291	28	3
8596	C23H30N2O2.ClH	403	C23H31N2O2R#	367.50443	28	2		C23H32*ClN2O2	403.96537	29	3
8598	C24H30N2O.ClH	399	C24H31N2OR#	363.51574	28	2		C24H32*ClN2O	399.97668	29	3
8600	C25H34N2O2.ClH	431	C25H35N2O2R#	395.55759	30	2		C25H36*ClN2O2	432.01853	31	3
8611	C33H32ClN3O.2ClH	595	C33H32ClN3O	522.07967	38	1		C33H33Cl2N3O	558.54061	39	2
8665	C6FeN6.4/3Fe	286	C6FeN6	211.94939	13	1		C6Fe2N6	267.7944	14	2
8683	C37H35ClN2O6S2.Na	726	C37H36ClN2O6S2	704.27454	48	1		C37H36ClN2NaO6S2	728.27225	49	2
8684	C37H36N2O6S2.Na	692	C37H37N2O6S2	669.82948	47	1		C37H37N2NaO6S2	693.82719	48	2
8685	C37H36N2O10S3.2Na	811	C37H37N2O10S3	765.89208	52	1		C37H37N2NaO10S3	789.88979	53	2
9107	C20H26N2O.ClH	347	C20H26N2O	310.43323	23	1		C20H27ClN2O	346.89417	24	2
9115	C21H29N2O.Br	405	C21H29N2O	325.46775	24	1		C21H29BrN2O	406.37969	25	2
9118	C21H27NO2.ClH	362	C21H27NO2	325.44457	24	1		C21H28ClNO2	361.90552	25	2
9119	C21H28N2O2.ClH	377	C21H28N2O2	340.45921	25	1		C21H29ClN2O2	376.92015	26	2
9135	C22H31N2O.Br	419	C22H31N2O	339.49434	25	1		C22H31BrN2O	420.40628	26	2
9136	C22H31N2O2.Br	435	C22H31N2O2	355.49373	26	1		C22H31BrN2O2	436.40567	27	2
9141	C23H31N2O.Br	431	C23H31N2O	351.50503	26	1		C23H31BrN2O	432.41698	27	2
9155	C26H35N2O.Br	471	C26H35N2O	391.56889	29	1		C26H35BrN2O	472.48083	30	2
9330	C25H40N2O3.ClH	453	C25H40N2O3	416.5967	30	1		C25H41ClN2O3	453.05764	31	2
9549	C20H27N2O.I	438	C20H27N2O	311.44118	23	1		C20H27IN2O	439.35359	24	2
9553	C21H29N2O.Cl	361	C21H29N2O	325.46776	24	1		C21H29ClN2O	361.9287	25	2
9554	C22H31N2O.Cl	375	C22H31N2O	339.49434	25	1		C22H31ClN2O	375.95528	26	2
9609	C26H26N5O.Cl	460	C26H26N5O	424.51754	32	1		C26H26ClN5O	460.97848	33	2
9611	C27H26N2O6S2.Na	562	C27H27N2O6S2	539.64307	37	1		C27H27N2NaO6S2	563.64079	38	2
9619	C37H36N2O9S3.2Na	795	C37H37N2O9S3	749.89268	51	1		C37H37N2NaO9S3	773.89039	52	2
9640	C17H36N2O2.ClH	337	C17H37N2O2R#	301.48788	22	2		C17H38*ClN2O2	337.94882	23	3
9674	C23H48N2O2.ClH	421	C23H49N2O2R#	385.64736	28	2		C23H50*ClN2O2	422.1083	29	3
9830	C30H15FeN3O15S3.3Na	878	C30H18FeN3O15S3	812.51502	52	1		C30H18FeN3NaO15S3	835.50479	53	2
10067	C19H26NO2P.ClH	368	C19H26NO2P	331.389	23	1		C19H27ClNO2P	367.84994	24	2
10455	C18H11NO8S2.2Na	479	C18H12NO5R#S	354.35658	26	2		C18H12*NNaO5S	377.34635	27	3
10469	C22H16N4O7S2.2Na	559	C22H16N4O7S2	512.51504	35	1		C22H16N4NaO7S2	535.50481	36	2
10714	C24H35N2O.Br	447	C24H35N2O	367.54749	27	1		C24H35BrN2O	448.45943	28	2
10719	C26H37N2O.Br	474	C26H37N2O	393.58477	29	1		C26H37BrN2O	474.49671	30	2
10751	C30H23N5O3S.Na	557	C30H24N5O3R#S	534.60826	40	2		C30H24*N5NaO3S	557.59803	41	3
11243	C32H24N6O15S5.5Na	1008	C32H24N6O15S5	892.88916	58	1		C32H24N6NaO15S5	915.87893	59	2
11244	C33H26N8O15S4.4Na	995	C33H26N8O15S4	902.86414	60	1		C33H26N8NaO15S4	925.85391	61	2
11401	C20H22BrNO.ClH	409	C20H23BrNOR#	373.30672	24	2		C20H24*BrClNO	409.76766	25	3
11495	C17H19Cl2N2.Cl	358	C17H19Cl2N2	322.25216	21	1		C17H19Cl3N2	358.7131	22	2
11496	C17H19Cl2N2.Cl	358	C17H19Cl2N2	322.25216	21	1		C17H19Cl3N2	358.7131	22	2
11518	C22H32N4.2Br	512	C22H32N4	352.51628	26	1		C22H32BrN4	434.43616	27	2
11929	C21H29N2O.I	452	C21H29N2O	325.46776	24	1		C21H29IN2O	453.38017	25	2
12152	C31H38N6O2.2ClH	600	C31H38N6O2	526.67241	39	1		C31H39ClN6O2	563.13335	40	2
12457	C37H37N3O6S2.Na	707	C37H38N3O6S2	684.84411	48	1		C37H38N3NaO6S2	708.84183	49	2
12514	C23H17ClN4O3S2.ClH	533	C23H17ClN4O3S2	496.98907	33	1		C23H18Cl2N4O3S2	533.45002	34	2
12837	C18H11ClHgNO4.H	542	C18H11ClHgNO4	541.32723	25	1		C18H11ClHgNO4	541.32723	25	1
12862	C18H24O3S.Na	343	C18H25O3R#S	321.4543	23	2		C18H25*NaO3S	344.44407	24	3
13108	C26H29NO2.ClH	424	C26H29NO2	387.51395	29	1		C26H30ClNO2	423.9749	30	2
13172	C21H24N2.C7H8O3S	477	C28H32N2O3R#S	476.63027	35	2		C28H33*N2O3S	477.63821	35	3
13185	C8H16N2.2ClH	213	C8H16N2	140.22603	10	1		C8H17ClN2	176.68698	11	2
13193	C76H52O46.Fe	1757	C76H52O46	1701.19847	122	1		C76H52FeO46	1757.04347	123	2
13847	C26H39NO.ClH	418	C26H40NOR#	382.60189	29	2		C26H41*ClNO	419.06284	30	3
13855	C30H47NO.ClH	474	C30H48NOR#	438.70822	33	2		C30H49*ClNO	475.16916	34	3
13990	C40H31N3O6S2.Na	737	C40H32N3O3R#S	634.76537	48	2		C40H32*N3NaO3S	657.75515	49	3
14238	C26H27N2O.Cl	419	C26H36N2O	392.57684	29	1		C26H27ClN2O	419.96632	30	2
14926	C22H30N2O.ClH	375	C22H30N2O	338.48639	25	1		C22H31ClN2O	374.94733	26	2
14927	C20H26N2O.ClH	347	C20H26N2O	310.43324	23	1		C20H27ClN2O	346.89418	24	2
14928	C23H33N2O.Br	433	C23H33N2O	353.52091	26	1		C23H33BrN2O	434.43285	27	2
14930	C21H29N2O.Br	405	C21H29N2O	325.46775	24	1		C21H29BrN2O	406.37969	25	2
14932	C19H30N2O.ClH	339	C19H30N2O	302.45429	22	1		C19H31ClN2O	338.91524	23	2
14936	C23H32N2O.ClH	389	C23H32N2O	352.51297	26	1		C23H33ClN2O	388.97392	27	2
14937	C24H35N2O.Br	447	C24H35N2O	367.54749	27	1		C24H35BrN2O	448.45943	28	2
14938	C24H34N2O.ClH	403	C24H34N2O	366.53955	27	1		C24H35ClN2O	403.00049	28	2
14939	C25H37N2O.Br	461	C25H37N2O	381.57407	28	1		C25H37BrN2O	462.48601	29	2
14940	C26H38N2O.ClH	431	C26H38N2O	394.59271	29	1		C26H39ClN2O	431.05365	30	2
14947	C22H31N2O.Br	419	C22H31N2O	339.49433	25	1		C22H31BrN2O	420.40627	26	2
14950	C21H28N2O.ClH	361	C21H28N2O	324.45981	24	1		C21H29ClN2O	360.92075	25	2
14953	C21H28N2O2.BrH	421	C21H28N2O2	340.45921	25	1		C21H29BrN2O2	421.37115	26	2
14957	C22H31N2O.Br	419	C22H31N2O	339.49433	25	1		C22H31BrN2O	420.40627	26	2
15035	C30H41Cl2NO.ClH	539	C30H42Cl2NOR#	503.56657	35	2		C30H43*Cl3NO	540.02751	36	3
15379	C26H19N4O3S.Na.Cl	526	C26H41N4O3R#S	489.69374	35	2		C26H20*ClN4NaO3S	527.97771	37	4
15380	C28H19N3O9S3.2Na	684	C28H38N3O9R#S3	656.81102	44	2		C28H21*N3NaO9S3	663.67374	45	3
15521	C23H33N2O.I	480	C23H33N2O	353.52092	26	1		C23H33IN2O	481.43332	27	2
15548	C23H33N2O.Cl	389	C23H33N2O	353.52092	26	1		C23H33ClN2O	389.98186	27	2
15610	C12H12O16Sb2.Ba	793	C12H12O16Sb2	655.73408	30	1		C12H12BaO16Sb2	793.06108	31	2
15774	C12H36N6NiO3.2Cl	442	C12H30N6NiO3	365.09839	22	1		C12H30ClN6NiO3	400.55139	23	2
15804	C16H26N2O.ClH	299	C16H26N2O	262.39044	19	1		C16H27ClN2O	298.85138	20	2
15805	C17H28N2O2.ClH	329	C17H28N2O2	292.41642	21	1		C17H29ClN2O2	328.87736	22	2
15806	C18H25N3.ClH	320	C18H25N3	283.4112	21	1		C18H26ClN3	319.87214	22	2
15812	C22H33N3.ClH	376	C22H33N3	339.51752	25	1		C22H34ClN3	375.97846	26	2
15814	C26H41N3.ClH	432	C26H41N3	395.62383	29	1		C26H42ClN3	432.08477	30	2
16089	C20H14N2O4S.1/2Ca	398	C20H14N2O4S	378.40115	27	1		C20H14CaN2O4S	418.47916	28	2
16216	C22H16N4O13S4.4Na	765	C22H16N4O13S4	672.64143	43	1		C22H16N4NaO13S4	695.63121	44	2
16224	C34H28N6O9S3.3Na	830	C34H28N6O9S3	760.81591	52	1		C34H28N6NaO9S3	783.80569	53	2
16231	C4H2BiO6.Na	378	C4H2BiO6	355.03545	11	1		C4H2BiNaO6	378.02522	12	2
16669	C34H30FeN4O4.Cl.2H	652	C34H32FeN4O4	616.48727	43	1		C34H32ClFeN4O4	653.95616	44	2
16894	F6Si.2H	144	F6Si	142.07591	7	1		F6Si	142.07591	7	1
16970	C34H27N5O10S2.2Na	776	C34H27N5O10S2	729.73568	51	1		C34H27N5NaO10S2	752.72545	52	2
16992	C39H41N3O6S2.Na	735	C39H43N3O6S2	713.90522	50	1		C39H43N3NaO6S2	736.89499	51	2
17290	C20H23NO2.BrH	390	C20H23NO2	309.40212	23	1		C20H24BrNO2	390.31406	24	2
17450	C34H30CuN4O4.2H	624	C34H32CuN4O4	624.18828	43	1		C34H32CuN4O4	626.20416	43	1
17463	C30H26ClFeN4O4.2H	600	C30H28ClFeN4O4	599.86571	40	1		C30H28ClFeN4O4	601.88159	40	1
17603	C28H33NO4.ClH	484	C28H33NO4	447.56591	33	1		C28H34ClNO4	484.02685	34	2
17605	C26H29NO3.ClH	440	C26H29NO3	403.51335	30	1		C26H30ClNO3	439.97429	31	2
17613	C25H28N2O2.ClH	425	C25H28N2O2	388.50202	29	1		C25H29ClN2O2	424.96296	30	2
17619	C26H30N2O2.ClH	439	C26H30N2O2	402.5286	30	1		C26H31ClN2O2	438.98954	31	2
17621	C26H30N2O2.ClH	439	C26H30N2O2	402.5286	30	1		C26H31ClN2O2	438.98954	31	2
17622	C26H30N2O2.ClH	439	C26H30N2O2	402.5286	30	1		C26H31ClN2O2	438.98954	31	2
17629	C27H32N2O2.ClH	453	C27H32N2O2	416.55518	31	1		C27H33ClN2O2	453.01612	32	2
17642	C28H34N2O2.ClH	467	C28H34N2O2	430.58176	32	1		C28H35ClN2O2	467.0427	33	2
18299	C30H26N4NiO4.2H	567	C30H28N4NiO4	567.26111	39	1		C30H28N4NiO4	569.27699	39	1
18431	C26H42N2O4.2ClH	520	C26H42N2O4	446.62267	32	1		C26H43ClN2O4	483.08361	33	2
19601	C23H31NO2.ClH	390	C23H31NO2	353.49774	26	1		C23H32ClNO2	389.95868	27	2
19602	C24H33NO2.ClH	404	C24H33NO2	367.52431	27	1		C24H34ClNO2	403.98526	28	2
19664	C34H30ClFeN4O6.2H	684	C34H32ClFeN4O6	683.93908	46	1		C34H32ClFeN4O6	685.95496	46	1
19665	C34H38N4O4.2ClH	640	C34H38N4O4	566.68991	42	1		C34H39ClN4O4	603.15086	43	2
19974	C22H40NO2.Br	430	C22H40NO2	350.55849	25	1		C22H40BrNO2	431.47043	26	2
20124	C7H7N5O.ClH	214	C7H17N5O	187.24277	13	1		C7H8ClN5O	213.62432	14	2
20260	C9H15N2O15P3.3Na	553	C9H15N2O15P3	484.14108	29	1		C9H15N2NaO15P3	507.13085	30	2
20261	C9H16N3O14P3.2Na	529	C9H16N3O14P3	483.15632	29	1		C9H16N3NaO14P3	506.14609	30	2
20268	C10H16N5O13P3.2Na	553	C10H16N5O13P3	507.18102	31	1		C10H16N5NaO13P3	530.17079	32	2
20273	C21H28N7O17P3.Na	766	C21H34N7O17P3	749.45264	48	1		C21H29N7NaO17P3	768.41065	49	2
20888	C14H20FeN.I	385	C14H12FeN	250.09677	16	1		C14H12FeIN	378.00918	17	2
21055	C21H27NO.ClH	346	C21H27NO	309.44518	23	1		C21H28ClNO	345.90612	24	2
21058	C20H31NO.ClH	338	C20H31NO	301.46623	22	1		C20H32ClNO	337.92718	23	2
21267	C21H27NO.BrH	390	C21H27NO	309.44518	23	1		C21H28BrNO	390.35712	24	2
21346	C20H25NO.BrH	376	C20H25NO	295.4186	22	1		C20H26BrNO	376.33054	23	2
21350	C21H26BrNO.BrH	469	C21H26BrNO	388.34124	24	1		C21H27Br2NO	469.25318	25	2
21513	C15H23ClN2.ClH	303	C15H23ClN2	266.80952	18	1		C15H24Cl2N2	303.27046	19	2
21514	C15H23ClN2.ClH	303	C15H23ClN2	266.80952	18	1		C15H24Cl2N2	303.27046	19	2
21516	C16H26N2.ClH	283	C16H26N2	246.39104	18	1		C16H27ClN2	282.85198	19	2
21517	C16H26N2O.ClH	299	C16H26N2O	262.39044	19	1		C16H27ClN2O	298.85138	20	2
21521	C17H26N2.ClH	295	C17H26N2	258.40174	19	1		C17H27ClN2	294.86268	20	2
21522	C17H28N2O2.ClH	329	C17H28N2O2	292.41641	21	1		C17H29ClN2O2	328.87736	22	2
21523	C17H28N2O2.ClH	329	C17H28N2O2	292.41642	21	1		C17H29ClN2O2	328.87736	22	2
21525	C21H20N2.ClH	337	C21H20N2	300.3969	23	1		C21H21ClN2	336.85784	24	2
21528	C22H27N3.ClH	370	C22H27N3	333.46988	25	1		C22H28ClN3	369.93082	26	2
21529	C24H37N3.ClH	404	C24H37N3	367.57067	27	1		C24H38ClN3	404.03161	28	2
21575	C22H30NO.I	451	C22H30NO	324.47969	24	1		C22H30INO	452.3921	25	2
22127	C22H34N2O3.ClH	411	C22H34N2O3	374.51696	27	1		C22H35ClN2O3	410.9779	28	2
22128	C23H29ClN2O3.ClH	453	C23H29ClN2O3	416.94095	29	1		C23H30Cl2N2O3	453.40189	30	2
22180	C21H30ClN3O5.ClH	476	C21H30ClN3O5	439.93299	30	1		C21H31Cl2N3O5	476.39393	31	2
22307	C2H6Sn.2Cl	220	C2H6Sn	148.77904	3	1		C2H6ClSn	184.23204	4	2
22827	C21H28NO3.I	469	C21H28NO3	342.45192	25	1		C21H28INO3	470.36432	26	2
22882	C25H26Cl2N2.ClH	462	C25H26Cl2N2	425.39334	29	1		C25H27Cl3N2	461.85428	30	2
23354	C25H28N2O2.ClH	425	C25H28N2O2	388.50202	29	1		C25H29ClN2O2	424.96296	30	2
23451	C25H36NO2.Br	462	C25H36NO2	382.55884	28	1		C25H36BrNO2	463.47078	29	2
23453	C17H23NO2.ClH	310	C17H23NO2	273.37002	20	1		C17H24ClNO2	309.83096	21	2
23660	C27H28ClN3O2.2ClH	535	C27H28ClN3O2	461.98311	33	1		C27H29Cl2N3O2	498.44405	34	2
24106	C14H23N3.ClH	270	C14H23N3	233.35252	17	1		C14H24ClN3	269.81346	18	2
24112	C26H40N2O.ClH	433	C26H40N2O	396.60859	29	1		C26H41ClN2O	433.06953	30	2
24217	C25H35NO3.ClH	434	C25H35NO3	397.5503	29	1		C25H36ClNO3	434.01124	30	2
24218	C23H29NO3.ClH	404	C23H29NO3	367.48126	27	1		C23H30ClNO3	403.9422	28	2
24223	C22H29NO3.ClH	392	C22H29NO3	355.47056	26	1		C22H30ClNO3	391.9315	27	2
24365	C14H15N5.ClH	290	C14H15N5	253.30239	19	1		C14H16ClN5	289.76334	20	2
24373	C18H19N.ClH	286	C18H20NR#	250.3581	20	2		C18H21*ClN	286.81904	21	3
24374	C25H32N2O.ClH	413	C25H33N2OR#	377.54232	29	2		C25H34*ClN2O	414.00326	30	3
24477	C27H32ClN3O4.ClH	534	C27H32ClN3O4	498.01367	35	1		C27H33Cl2N3O4	534.47461	36	2
25244	C21H26NO2.Br	404	C21H26NO2	324.43664	24	1		C21H26BrNO2	405.34858	25	2
25506	C19H29NO2.ClH	340	C19H29NO2	303.43906	22	1		C19H30ClNO2	339.9	23	2
26031	C34H30N4O4Zn.2H	626	C34H32N4O4Zn	626.05128	43	1		C34H32N4O4Zn	628.06716	43	1
26039	C21H24BrNO.ClH	423	C21H25BrNOR#	387.3333	25	2		C21H26*BrClNO	423.79424	26	3
26610	C20H25BrN2O.ClH	426	C20H25BrN2O	389.3293	24	1		C20H26BrClN2O	425.79024	25	2
26731	C26H27NOS.ClH	438	C26H27NOS	401.56368	29	1		C26H28ClNOS	438.02462	30	2
26741	C34H34N4O4Zn.2H	630	C34H36N4O4Zn	630.08304	43	1		C34H36N4O4Zn	632.09892	43	1
27391	C22H31N2O.Br	419	C22H31N2O	339.49434	25	1		C22H31BrN2O	420.40628	26	2
27392	C23H33N2O.Br	433	C23H33N2O	353.52091	26	1		C23H33BrN2O	434.43285	27	2
27397	C28H39N2O.Br	500	C28H39N2O	419.62205	31	1		C28H39BrN2O	500.53399	32	2
27988	C10H9NO3.H4N	209	C10H9NO3	191.18336	14	1		C10H12N2O3	208.21388	15	2
28447	CH2I2O6S2.2Na	474	CH2I2O6S2	427.96191	11	1		CH2I2NaO6S2	450.95168	12	2
28742	C54H96N12O12.6BrH	1591	C54H96N12O12	1105.41324	78	1		C54H97BrN12O12	1186.32518	79	2
28795	C21H27N2O.Br	403	C21H27N2O	323.45188	24	1		C21H27BrN2O	404.36382	25	2
28839	C10H15NO.ClH	202	C10H16NOR#	166.24014	13	2		C10H17*ClNO	202.70108	14	3
30417	C21H34N2O.2ClH	403	C21H34N2O	330.50746	24	1		C21H35ClN2O	366.9684	25	2
30895	C6H6N2O4S4Zn.2Na	410	C6H10N2O4S4Zn	367.8236	17	1		C6H10N2NaO4S4Zn	390.81337	18	2
31495	C39H56Cl2N2O4.2ClH	761	C39H56Cl2N2O4	687.77894	47	1		C39H57Cl3N2O4	724.23988	48	2
31497	C19H27ClN2O4.ClH	419	C19H27ClN2O4	382.88167	26	1		C19H28Cl2N2O4	419.34261	27	2
31498	C19H28ClNO2.ClH	374	C19H28ClNO2	337.88411	23	1		C19H29Cl2NO2	374.34505	24	2
31533	C24H31NO2.ClH	402	C24H31NO2	365.50844	27	1		C24H32ClNO2	401.96938	28	2
31929	C17H21ClN.I	402	C17H21ClN	274.80834	19	1		C17H21ClIN	402.72075	20	2
31930	C17H22N.I	367	C17H22N	240.36328	18	1		C17H22IN	368.27569	19	2
31936	C18H24N.I	381	C18H24N	254.38986	19	1		C18H24IN	382.30227	20	2
31943	C19H26N.I	395	C19H26N	268.41644	20	1		C19H26IN	396.32885	21	2
32151	C17H22NO.Br	336	C17H22NO	256.36268	19	1		C17H22BrNO	337.27462	20	2
32152	C24H32NO3.Br	462	C24H32NO3	382.51578	28	1		C24H32BrNO3	463.42772	29	2
32189	C19H24NO.Br	362	C19H24NO	282.39996	21	1		C19H24BrNO	363.3119	22	2
32240	C17H14BrN2O.Br	422	C17H24BrN2OR#	352.28926	22	2		C17H15*Br2N2O	424.12973	23	3
32270	C22H28NO.Br	402	C22H28NO	322.46382	24	1		C22H28BrNO	403.37576	25	2
32866	C7H4ClHgO2.H	357	C7H5ClHgO2	357.1564	11	1		C7H5ClHgO2	357.15639	11	1
32915	C17H14ClN2O.Br	378	C17H24ClN2OR#	307.83826	22	2		C17H15*BrClN2O	379.67873	23	3
33459	C19H26N2.ClH	319	C19H26N2	282.42314	21	1		C19H27ClN2	318.88408	22	2
33932	C8H10AsBrN2O4.Na	376	C8H10AsBrN2O4R#	353.0016	17	2		C8H11*AsBrN2NaO4	376.99931	18	3
33982	C19H26N.I	395	C19H26N	268.41644	20	1		C19H26IN	396.32885	21	2
33989	C22H30NO.I	451	C22H30NO	324.4797	24	1		C22H30INO	452.39211	25	2
33990	C23H21NO3.ClH	396	C23H21NO3	359.41774	27	1		C23H22ClNO3	395.87868	28	2
34167	C13H10FN2.CH3O4S	324	C14H13FN2O4R#S	324.32742	23	2		C14H15*FN2O4S	326.3433	23	3
34249	C14H18CaN3O10.3Na	497	C14H21CaN3O10	431.40863	28	1		C14H21CaN3NaO10	456.41428	29	2
34570	C18H19INO.Br	472	C18H19INO	392.25403	21	1		C18H19BrINO	473.16597	22	2
34582	C18H17N2O.Br	357	C18H27N2OR#	287.41978	22	2		C18H18*BrN2O	359.26025	23	3
34613	C21H28NO.I	437	C21H28NO	310.45312	23	1		C21H28INO	438.36553	24	2
34641	C9H8ClN2.CH3O4S	291	C10H11ClN2O4R#S	290.72333	19	2		C10H13*ClN2O4S	292.73921	19	3
